Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
IIIIIIIIIIIIIIIIXIXZYIXYZIZZ (0.03821976426456909+0j)
IIIIIIIIIIIIIIIIIIIIIIZZIIZZ (0.137751121718858+0j)
IIIIIIIIIIIIIIIIYIIIYIXZZIZZ (-0.029449878528904926+0j)
IIIIIIIIIIIIIIIIXZZIYIYIZIZZ (0.029449878528904926+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIIZZ (0.11052376938342287+0j)
IIIIIIIIIIIIIIXYZIIIYXZIZIZZ (-0.04082144948295363+0j)
IIIIIIIIIIIIIIXXZIIIYYZIZIZZ (0.04082144948295363+0j)
IIIIIIIIIIIIIIIIIIIIZZZIZIZZ (0.1467191824000879+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIIZZ (0.1539223114046432+0j)
IIIIIIIIIIIIIIIIIIZZIIIIIIZZ (0.12270974198812858+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIIZZ (0.11650876321672747+0j)
IIIIIIIIIIIIIIYIYXZIIIIIIIZZ (-0.012526981209741453+0j)
IIIIIIIIIIIIIIXZYYZIIIIIIIZZ (0.012526981209741453+0j)
IIIIIIIIIIIIIIIIZZZIIIIIIIZZ (0.11711153359074575+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIIZZ (0.1418032527929444+0j)
IIIIIIIIIIIIIIZZIIIIIIIIIIZZ (0.18228775570406214+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIIZZ (0.48747149479506313+0j)
IIIIXIIIXIXYYXZIZIIIZIIIIIZZ (0.04155776333848659+0j)
IIIIXIIIXIXXYYZIZIIIZIIIIIZZ (-0.04155776333848659+0j)
IIIIXIIIYIIIYXZIZIIIZIIIIIZZ (-0.0019698901443068765+0j)
IIIIXIIIXZZIYYZIZIIIZIIIIIZZ (0.0019698901443068765+0j)
XIYIZIIIIIIIYXZIZIIIZIIIIIZZ (0.029486773782028894+0j)
XIXZZIIIIIIIYYZIZIIIZIIIIIZZ (-0.029486773782028894+0j)
IIIIIIIIIIIIZZZIZIIIZIIIIIZZ (0.48730715174730455+0j)
IIIIXIIIXIYIYZZIZIIIZIIIIIZZ (0.03241348419459906+0j)
IIIIXIIIXIXZXIIIIIIIIIIIIIZZ (0.03241348419459906+0j)
XIXYZIIIIIIIYZZIZIIIZIIIIIZZ (0.03942158172958598+0j)
XIXXZIIIIIIIXIIIIIIIIIIIIIZZ (0.03942158172958598+0j)
YIIIZIIIIIIIYZZIZIIIZIIIIIZZ (0.023362083043820595+0j)
XZZIZIIIIIIIXIIIIIIIIIIIIIZZ (0.023362083043820595+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIIZZ (0.1512524227900773+0j)
IIIIIIIIZIXXIIIIIIIIIIIIIIZZ (-0.027626235488595892+0j)
IIIIIIIIIZYYIIIIIIIIIIIIIIZZ (-0.027626235488595892+0j)
XIYIYIIIXIXXIIIIIIIIIIIIIIZZ (-0.021870549647436423+0j)
XIXZYIIIXIXYIIIIIIIIIIIIIIZZ (0.021870549647436423+0j)
IIIIIIIIIIZZIIIIIIIIIIIIIIZZ (0.12111715656924177+0j)
XIXYYIIIXIXZIIIIIIIIIIIIIIZZ (-0.03901240161084029+0j)
XIXXYIIIXIYIIIIIIIIIIIIIIIZZ (0.03901240161084029+0j)
YIIIYIIIXIXZIIIIIIIIIIIIIIZZ (-0.000334269278260213+0j)
XZZIYIIIXIYIIIIIIIIIIIIIIIZZ (0.000334269278260213+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIIZZ (0.11979438182690084+0j)
IIIIZIIIXXZIIIIIIIIIIIIIIIZZ (0.0397078038298779+0j)
IIIIIZZIYYZIIIIIIIIIIIIIIIZZ (0.0397078038298779+0j)
IIIIIIIIZZZIIIIIIIIIIIIIIIZZ (0.13948032591102763+0j)
XIYIYIIIXZZIIIIIIIIIIIIIIIZZ (-0.030486712796931565+0j)
XIXZYIIIYIIIIIIIIIIIIIIIIIZZ (0.030486712796931565+0j)
IIIIIIIZIIIIIIIIIIIIIIIIIIZZ (0.11154185234244206+0j)
XYZIYIXXZIIIIIIIIIIIIIIIIIZZ (-0.04277354565813159+0j)
XXZIYIXYZIIIIIIIIIIIIIIIIIZZ (0.04277354565813159+0j)
IIIIIIZZIIIIIIIIIIIIIIIIIIZZ (0.1490264824241478+0j)
IIIIIZIIIIIIIIIIIIIIIIIIIIZZ (0.1573539877643409+0j)
IIIIZZZIZIIIIIIIIIIIIIIIIIZZ (0.12477629274270621+0j)
IIIZIIIIIIIIIIIIIIIIIIIIIIZZ (0.12233771475036895+0j)
ZIXXIIIIIIIIIIIIIIIIIIIIIIZZ (0.015299526997682927+0j)
IZYYIIIIIIIIIIIIIIIIIIIIIIZZ (0.015299526997682927+0j)
IIZZIIIIIIIIIIIIIIIIIIIIIIZZ (0.12126262045979286+0j)
IZIIIIIIIIIIIIIIIIIIIIIIIIZZ (0.14556838500315245+0j)
ZZZIIIIIIIIIIIIIIIIIIIIIIIZZ (0.1898999008239292+0j)
IIIIIIIIIIIIIIIIIIIIIIIIZZXZ (-0.0008434384558961951+0j)
IIIIIIIIIIIIIIIIIIIIIIIIIIXI (0.0008434384558961951+0j)
IIIIIIIIIIIIIIIIXYZIYIIIXZXZ (0.0006766933679446259+0j)
IIIIIIIIIIIIIIIIXXZIYIIIXZYI (-0.0006766933679446259+0j)
IIIIIIIIIIIIIIYIZIIIYIIIXZXZ (-0.0037387190672811257+0j)
IIIIIIIIIIIIIIXZZIIIYIIIXZYI (0.0037387190672811257+0j)
IIIIIIIIIIIIIIIIIIIIIIYIYXXZ (0.0024231125876219037+0j)
IIIIIIIIIIIIIIIIIIIIIIXZXYYZ (-0.0026046188121036833+0j)
IIIIIIIIIIIIIIIIIIIIIIYIXXYZ (0.0001815062244817796+0j)
IIIIIIIIIIIIIIIIIIIIIIXZYXYI (0.0001815062244817796+0j)
IIIIIIIIIIIIIIIIIIIIIIYIYYYI (0.0026046188121036833+0j)
IIIIIIIIIIIIIIIIIIIIIIXZXXXI (-0.0024231125876219037+0j)
IIIIIIIIIIIIIIIIYIIIYIIIXXXZ (0.001842885406869721+0j)
IIIIIIIIIIIIIIIIXZZIYIIIYYYZ (0.0012067868105316273+0j)
IIIIIIIIIIIIIIIIYIIIYIIIYXYZ (0.0006360985963380938+0j)
IIIIIIIIIIIIIIIIXZZIYIIIXXYI (-0.0006360985963380938+0j)
IIIIIIIIIIIIIIIIYIIIYIIIXYYI (0.0012067868105316273+0j)
IIIIIIIIIIIIIIIIXZZIYIIIYXXI (0.001842885406869721+0j)
IIIIIIIIIIIIIIIIIIIIIYYXIYYZ (-0.0029903882165553883+0j)
IIIIIIIIIIIIIIIIIIIIIXYYIYYZ (0.0024103582383926993+0j)
IIIIIIIIIIIIIIIIIIIIIYYYIXYZ (0.0005800299781626892+0j)
IIIIIIIIIIIIIIIIIIIIIXYXIYXI (-0.0005800299781626892+0j)
IIIIIIIIIIIIIIIIIIIIIYYXIXXI (-0.0024103582383926993+0j)
IIIIIIIIIIIIIIIIIIIIIXYYIXXI (0.0029903882165553883+0j)
IIIIIIIIIIIIIIXYZIIIYIXXZYYZ (-0.004633161357153101+0j)
IIIIIIIIIIIIIIXXZIIIYIXYZYYZ (0.002537439728286341+0j)
IIIIIIIIIIIIIIXYZIIIYIXYZXYZ (0.002095721628866759+0j)
IIIIIIIIIIIIIIXXZIIIYIXXZYXI (-0.002095721628866759+0j)
IIIIIIIIIIIIIIXYZIIIYIXXZXXI (-0.002537439728286341+0j)
IIIIIIIIIIIIIIXXZIIIYIXYZXXI (0.004633161357153101+0j)
IIIIIIIIIIIIIIIIXYZIYIXZZYYZ (-0.001707106050312723+0j)
IIIIIIIIIIIIIIIIXXZIYIYIZYYZ (0.0008699312606137622+0j)
IIIIIIIIIIIIIIIIXYZIYIYIZXYZ (0.000837174789698961+0j)
IIIIIIIIIIIIIIIIXXZIYIXZZYXI (-0.000837174789698961+0j)
IIIIIIIIIIIIIIIIXYZIYIXZZXXI (-0.0008699312606137622+0j)
IIIIIIIIIIIIIIIIXXZIYIYIZXXI (0.001707106050312723+0j)
IIIIIIIIIIIIIIYIZIIIYIXZZYYZ (0.0062838793029274176+0j)
IIIIIIIIIIIIIIXZZIIIYIYIZYYZ (-0.0032155363509366276+0j)
IIIIIIIIIIIIIIYIZIIIYIYIZXYZ (-0.00306834295199079+0j)
IIIIIIIIIIIIIIXZZIIIYIXZZYXI (0.00306834295199079+0j)
IIIIIIIIIIIIIIYIZIIIYIXZZXXI (0.0032155363509366276+0j)
IIIIIIIIIIIIIIXZZIIIYIYIZXXI (-0.0062838793029274176+0j)
IIIIIIIIIIIIIIIIXIYIYXZIZYYZ (-0.002430872341451783+0j)
IIIIIIIIIIIIIIIIXIXZYYZIZYYZ (0.002033433285482121+0j)
IIIIIIIIIIIIIIIIXIYIYYZIZXYZ (0.0003974390559696613+0j)
IIIIIIIIIIIIIIIIXIXZYXZIZYXI (-0.0003974390559696613+0j)
IIIIIIIIIIIIIIIIXIYIYXZIZXXI (-0.002033433285482121+0j)
IIIIIIIIIIIIIIIIXIXZYYZIZXXI (0.002430872341451783+0j)
IIIIIIIIIIIIIIIIXIXYYZZIZYYZ (0.005864429087585341+0j)
IIIIIIIIIIIIIIIIXIXXXIIIIYYZ (0.0044860201726427944+0j)
IIIIIIIIIIIIIIIIXIXYXIIIIXYZ (0.0013784089149425473+0j)
IIIIIIIIIIIIIIIIXIXXYZZIZYXI (0.0013784089149425473+0j)
IIIIIIIIIIIIIIIIXIXYYZZIZXXI (0.0044860201726427944+0j)
IIIIIIIIIIIIIIIIXIXXXIIIIXXI (0.005864429087585341+0j)
IIIIIIIIIIIIIIXYYIXZIIIIIYYZ (-0.004217912520736753+0j)
IIIIIIIIIIIIIIXXYIYIIIIIIYYZ (0.0035625652619832022+0j)
IIIIIIIIIIIIIIXYYIYIIIIIIXYZ (0.0006553472587535508+0j)
IIIIIIIIIIIIIIXXYIXZIIIIIYXI (-0.0006553472587535508+0j)
IIIIIIIIIIIIIIXYYIXZIIIIIXXI (-0.0035625652619832022+0j)
IIIIIIIIIIIIIIXXYIYIIIIIIXXI (0.004217912520736753+0j)
IIIIIIIIIIIIIIIIZXZIIIIIIYYZ (0.0012873169407825182+0j)
IIIIIIIIIIIIIIIIIXIIIIIIIYYZ (-0.001431426985826753+0j)
IIIIIIIIIIIIIIIIZYZIIIIIIXYZ (0.00014411004504423443+0j)
IIIIIIIIIIIIIIIIIYIIIIIIIYXI (0.00014411004504423443+0j)
IIIIIIIIIIIIIIIIZXZIIIIIIXXI (0.001431426985826753+0j)
IIIIIIIIIIIIIIIIIXIIIIIIIXXI (-0.0012873169407825182+0j)
IIIIIIIIIIIIIIYIYZZIIIIIIYYZ (0.0027236295961622185+0j)
IIIIIIIIIIIIIIXZXIIIIIIIIYYZ (0.0031007627032440662+0j)
IIIIIIIIIIIIIIYIXIIIIIIIIXYZ (-0.0003771331070818476+0j)
IIIIIIIIIIIIIIXZYZZIIIIIIYXI (-0.0003771331070818476+0j)
IIIIIIIIIIIIIIYIYZZIIIIIIXXI (0.0031007627032440662+0j)
IIIIIIIIIIIIIIXZXIIIIIIIIXXI (0.0027236295961622185+0j)
IIIIIIIIIIIIZXZIZIIIZIIIIYYZ (0.04223023932639346+0j)
IIIIIIIIIIIIIXIIIIIIIIIIIYYZ (-0.04223023932639346+0j)
IIIIIIIIIIIIZXZIZIIIZIIIIXXI (0.04223023932639346+0j)
IIIIIIIIIIIIIXIIIIIIIIIIIXXI (-0.04223023932639346+0j)
IIIIXIIIXIYIYXZIZIIIZIIIIYYZ (0.004596653157983626+0j)
IIIIXIIIXIXZYYZIZIIIZIIIIYYZ (-0.004596653157983626+0j)
IIIIXIIIXIYIYXZIZIIIZIIIIXXI (0.004596653157983626+0j)
IIIIXIIIXIXZYYZIZIIIZIIIIXXI (-0.004596653157983626+0j)
XIXYZIIIIIIIYXZIZIIIZIIIIYYZ (0.005817330366989517+0j)
XIXXZIIIIIIIYYZIZIIIZIIIIYYZ (-0.005817330366989517+0j)
XIXYZIIIIIIIYXZIZIIIZIIIIXXI (0.005817330366989517+0j)
XIXXZIIIIIIIYYZIZIIIZIIIIXXI (-0.005817330366989517+0j)
YIIIZIIIIIIIYXZIZIIIZIIIIYYZ (0.004656251420832063+0j)
XZZIZIIIIIIIYYZIZIIIZIIIIYYZ (-0.004656251420832063+0j)
YIIIZIIIIIIIYXZIZIIIZIIIIXXI (0.004656251420832063+0j)
XZZIZIIIIIIIYYZIZIIIZIIIIXXI (-0.004656251420832063+0j)
IIIIXIIIXIXYYZZIZIIIZIIIIYYZ (0.00638024085745841+0j)
IIIIXIIIXIXXXIIIIIIIIIIIIYYZ (0.00638024085745841+0j)
IIIIXIIIXIXYYZZIZIIIZIIIIXXI (0.00638024085745841+0j)
IIIIXIIIXIXXXIIIIIIIIIIIIXXI (0.00638024085745841+0j)
IIIIXIIIYIIIYZZIZIIIZIIIIYYZ (-0.0009543396384186981+0j)
IIIIXIIIXZZIXIIIIIIIIIIIIYYZ (-0.0009543396384186981+0j)
IIIIXIIIYIIIYZZIZIIIZIIIIXXI (-0.0009543396384186981+0j)
IIIIXIIIXZZIXIIIIIIIIIIIIXXI (-0.0009543396384186981+0j)
XIYIZIIIIIIIYZZIZIIIZIIIIYYZ (0.003966365556982639+0j)
XIXZZIIIIIIIXIIIIIIIIIIIIYYZ (0.003966365556982639+0j)
XIYIZIIIIIIIYZZIZIIIZIIIIXXI (0.003966365556982639+0j)
XIXZZIIIIIIIXIIIIIIIIIIIIXXI (0.003966365556982639+0j)
IIIIIIIIIIZXIIIIIIIIIIIIIYYZ (0.0015913619603503365+0j)
IIIIIIIIIIIXIIIIIIIIIIIIIYYZ (-0.0015913619603503365+0j)
IIIIIIIIIIZXIIIIIIIIIIIIIXXI (0.0015913619603503365+0j)
IIIIIIIIIIIXIIIIIIIIIIIIIXXI (-0.0015913619603503365+0j)
XIXYYIIIXIXXIIIIIIIIIIIIIYYZ (-0.0016311410890002859+0j)
XIXXYIIIXIXYIIIIIIIIIIIIIYYZ (0.0016311410890002859+0j)
XIXYYIIIXIXXIIIIIIIIIIIIIXXI (-0.0016311410890002859+0j)
XIXXYIIIXIXYIIIIIIIIIIIIIXXI (0.0016311410890002859+0j)
YIIIYIIIXIXXIIIIIIIIIIIIIYYZ (-0.0009380067966605144+0j)
XZZIYIIIXIXYIIIIIIIIIIIIIYYZ (0.0009380067966605144+0j)
YIIIYIIIXIXXIIIIIIIIIIIIIXXI (-0.0009380067966605144+0j)
XZZIYIIIXIXYIIIIIIIIIIIIIXXI (0.0009380067966605144+0j)
IIIIIIIIZIXZIIIIIIIIIIIIIYYZ (0.0009174036774723247+0j)
IIIIIIIIIZXIIIIIIIIIIIIIIYYZ (-0.0009174036774723247+0j)
IIIIIIIIZIXZIIIIIIIIIIIIIXXI (0.0009174036774723247+0j)
IIIIIIIIIZXIIIIIIIIIIIIIIXXI (-0.0009174036774723247+0j)
XIYIYIIIXIXZIIIIIIIIIIIIIYYZ (-0.0015890011211556684+0j)
XIXZYIIIXIYIIIIIIIIIIIIIIYYZ (0.0015890011211556684+0j)
XIYIYIIIXIXZIIIIIIIIIIIIIXXI (-0.0015890011211556684+0j)
XIXZYIIIXIYIIIIIIIIIIIIIIXXI (0.0015890011211556684+0j)
IIIIIIXYYXZIIIIIIIIIIIIIIYYZ (-0.0009173441927131656+0j)
IIIIIIXXYYZIIIIIIIIIIIIIIYYZ (0.0009173441927131656+0j)
IIIIIIXYYXZIIIIIIIIIIIIIIXXI (-0.0009173441927131656+0j)
IIIIIIXXYYZIIIIIIIIIIIIIIXXI (0.0009173441927131656+0j)
XYZIYIIIXXZIIIIIIIIIIIIIIYYZ (-0.0009794053630319212+0j)
XXZIYIIIXYZIIIIIIIIIIIIIIYYZ (0.0009794053630319212+0j)
XYZIYIIIXXZIIIIIIIIIIIIIIXXI (-0.0009794053630319212+0j)
XXZIYIIIXYZIIIIIIIIIIIIIIXXI (0.0009794053630319212+0j)
XIXYYIIIXZZIIIIIIIIIIIIIIYYZ (-0.00043967221344022925+0j)
XIXXYIIIYIIIIIIIIIIIIIIIIYYZ (0.00043967221344022925+0j)
XIXYYIIIXZZIIIIIIIIIIIIIIXXI (-0.00043967221344022925+0j)
XIXXYIIIYIIIIIIIIIIIIIIIIXXI (0.00043967221344022925+0j)
YIIIYIIIXZZIIIIIIIIIIIIIIYYZ (0.0015280258231806494+0j)
XZZIYIIIYIIIIIIIIIIIIIIIIYYZ (-0.0015280258231806494+0j)
YIIIYIIIXZZIIIIIIIIIIIIIIXXI (0.0015280258231806494+0j)
XZZIYIIIYIIIIIIIIIIIIIIIIXXI (-0.0015280258231806494+0j)
IIIIZIXXZIIIIIIIIIIIIIIIIYYZ (0.0005729143687747883+0j)
IIIIIZYYIIIIIIIIIIIIIIIIIYYZ (0.0005729143687747883+0j)
IIIIZIXXZIIIIIIIIIIIIIIIIXXI (0.0005729143687747883+0j)
IIIIIZYYIIIIIIIIIIIIIIIIIXXI (0.0005729143687747883+0j)
IIIIIYYZIIIIIIIIIIIIIIIIIYYZ (0.0016830475396161328+0j)
IIIIIXXIIIIIIIIIIIIIIIIIIYYZ (0.0016830475396161328+0j)
IIIIIYYZIIIIIIIIIIIIIIIIIXXI (0.0016830475396161328+0j)
IIIIIXXIIIIIIIIIIIIIIIIIIXXI (0.0016830475396161328+0j)
XYZIYZZIZIIIIIIIIIIIIIIIIYYZ (-0.0015372787340676706+0j)
XXZIXIIIIIIIIIIIIIIIIIIIIYYZ (-0.0015372787340676706+0j)
XYZIYZZIZIIIIIIIIIIIIIIIIXXI (-0.0015372787340676706+0j)
XXZIXIIIIIIIIIIIIIIIIIIIIXXI (-0.0015372787340676706+0j)
IIZXIIIIIIIIIIIIIIIIIIIIIYYZ (0.002045821337352179+0j)
IIIXIIIIIIIIIIIIIIIIIIIIIYYZ (-0.002045821337352179+0j)
IIZXIIIIIIIIIIIIIIIIIIIIIXXI (0.002045821337352179+0j)
IIIXIIIIIIIIIIIIIIIIIIIIIXXI (-0.002045821337352179+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIIYYZ (-0.0007908725782759166+0j)
IZXIIIIIIIIIIIIIIIIIIIIIIYYZ (0.0007908725782759166+0j)
ZIXZIIIIIIIIIIIIIIIIIIIIIXXI (-0.0007908725782759166+0j)
IZXIIIIIIIIIIIIIIIIIIIIIIXXI (0.0007908725782759166+0j)
IIIIIIIIIIIIIIIIXYZIYIIIYZYZ (0.00011549084790409567+0j)
IIIIIIIIIIIIIIIIXXZIYIIIYZXI (0.00011549084790409567+0j)
IIIIIIIIIIIIIIYIZIIIYIIIYZYZ (-0.0016859112038160801+0j)
IIIIIIIIIIIIIIXZZIIIYIIIYZXI (-0.0016859112038160801+0j)
IIIIIIIIIIIIIIIIIIIIIIIZZIXZ (-0.0021764828513992935+0j)
IIIIIIIIIIIIIIIIIIIIIIIZIZXI (0.0021764828513992935+0j)
IIIIIIIIIIIIIIIIXIYIYIXXIIXZ (0.002865995850287591+0j)
IIIIIIIIIIIIIIIIXIXZYIXYIIXZ (-0.0016273022372658148+0j)
IIIIIIIIIIIIIIIIXIYIYIXYZZYZ (0.0012386936130217771+0j)
IIIIIIIIIIIIIIIIXIXZYIXXIIYI (-0.0012386936130217771+0j)
IIIIIIIIIIIIIIIIXIYIYIXXZZXI (-0.0016273022372658148+0j)
IIIIIIIIIIIIIIIIXIXZYIXYZZXI (0.002865995850287591+0j)
IIIIIIIIIIIIIIIIIIIIIIZZZIXZ (-0.003680193724840519+0j)
IIIIIIIIIIIIIIIIIIIIIIZZIZXI (0.003680193724840519+0j)
IIIIIIIIIIIIIIIIYIIIYIXZIIXZ (0.0017857281439874488+0j)
IIIIIIIIIIIIIIIIXZZIYIYIIIXZ (-0.0017861227467759777+0j)
IIIIIIIIIIIIIIIIYIIIYIYIZZYZ (-3.946027885290762e-07+0j)
IIIIIIIIIIIIIIIIXZZIYIXZIIYI (3.946027885290762e-07+0j)
IIIIIIIIIIIIIIIIYIIIYIXZZZXI (-0.0017861227467759777+0j)
IIIIIIIIIIIIIIIIXZZIYIYIZZXI (0.0017857281439874488+0j)
IIIIIIIIIIIIIIIIIIIIIZIIZIXZ (-0.0021451690020486435+0j)
IIIIIIIIIIIIIIIIIIIIIZIIIZXI (0.0021451690020486435+0j)
IIIIIIIIIIIIIIXYZIIIYXZIIIXZ (0.004003971231662105+0j)
IIIIIIIIIIIIIIXXZIIIYYZIIIXZ (-0.0020065355359004007+0j)
IIIIIIIIIIIIIIXYZIIIYYZIZZYZ (0.0019974356957617044+0j)
IIIIIIIIIIIIIIXXZIIIYXZIIIYI (-0.0019974356957617044+0j)
IIIIIIIIIIIIIIXYZIIIYXZIZZXI (-0.0020065355359004007+0j)
IIIIIIIIIIIIIIXXZIIIYYZIZZXI (0.004003971231662105+0j)
IIIIIIIIIIIIIIIIIIIIZZZIIIXZ (-0.003540017830899254+0j)
IIIIIIIIIIIIIIIIIIIIZZZIZZXI (0.003540017830899254+0j)
IIIIIIIIIIIIIIIIIIIZIIIIZIXZ (-0.004728489593042631+0j)
IIIIIIIIIIIIIIIIIIIZIIIIIZXI (0.004728489593042631+0j)
IIIIIIIIIIIIIIIIIIZZIIIIZIXZ (-0.0020288239833652967+0j)
IIIIIIIIIIIIIIIIIIZZIIIIIZXI (0.0020288239833652967+0j)
IIIIIIIIIIIIIIIIIZIIIIIIZIXZ (-4.688583536447007e-05+0j)
IIIIIIIIIIIIIIIIIZIIIIIIIZXI (4.688583536447007e-05+0j)
IIIIIIIIIIIIIIYIYXZIIIIIZIXZ (-0.0002790975721409408+0j)
IIIIIIIIIIIIIIXZYYZIIIIIZIXZ (-0.000652272667415656+0j)
IIIIIIIIIIIIIIYIYYZIIIIIIZYZ (-0.0009313702395565964+0j)
IIIIIIIIIIIIIIXZYXZIIIIIZIYI (0.0009313702395565964+0j)
IIIIIIIIIIIIIIYIYXZIIIIIIZXI (-0.000652272667415656+0j)
IIIIIIIIIIIIIIXZYYZIIIIIIZXI (-0.0002790975721409408+0j)
IIIIIIIIIIIIIIIIZZZIIIIIZIXZ (-0.0009208108308278397+0j)
IIIIIIIIIIIIIIIIZZZIIIIIIZXI (0.0009208108308278397+0j)
IIIIIIIIIIIIIIIZIIIIIIIIZIXZ (-0.0035902000938911162+0j)
IIIIIIIIIIIIIIIZIIIIIIIIIZXI (0.0035902000938911162+0j)
IIIIIIIIIIIIIIZZIIIIIIIIZIXZ (-0.0062958288570252405+0j)
IIIIIIIIIIIIIIZZIIIIIIIIIZXI (0.0062958288570252405+0j)
IIIIIIIIIIIIIZIIIIIIIIIIZIXZ (-0.03242752595881281+0j)
IIIIIIIIIIIIIZIIIIIIIIIIIZXI (0.03242752595881281+0j)
IIIIXIIIXIXYYXZIZIIIZIIIZIXZ (-0.004581540185816901+0j)
IIIIXIIIXIXXYYZIZIIIZIIIZIXZ (0.004581540185816901+0j)
IIIIXIIIXIXYYXZIZIIIZIIIIZXI (0.004581540185816901+0j)
IIIIXIIIXIXXYYZIZIIIZIIIIZXI (-0.004581540185816901+0j)
IIIIXIIIYIIIYXZIZIIIZIIIZIXZ (-0.0003547674546963897+0j)
IIIIXIIIXZZIYYZIZIIIZIIIZIXZ (0.0003547674546963897+0j)
IIIIXIIIYIIIYXZIZIIIZIIIIZXI (0.0003547674546963897+0j)
IIIIXIIIXZZIYYZIZIIIZIIIIZXI (-0.0003547674546963897+0j)
XIYIZIIIIIIIYXZIZIIIZIIIZIXZ (-0.0039109847129270995+0j)
XIXZZIIIIIIIYYZIZIIIZIIIZIXZ (0.0039109847129270995+0j)
XIYIZIIIIIIIYXZIZIIIZIIIIZXI (0.0039109847129270995+0j)
XIXZZIIIIIIIYYZIZIIIZIIIIZXI (-0.0039109847129270995+0j)
IIIIIIIIIIIIZZZIZIIIZIIIZIXZ (-0.03241348419459906+0j)
IIIIIIIIIIIIZZZIZIIIZIIIIZXI (0.03241348419459906+0j)
IIIIXIIIXIYIYZZIZIIIZIIIZIXZ (-0.003937260757372866+0j)
IIIIXIIIXIXZXIIIIIIIIIIIZIXZ (-0.003937260757372866+0j)
IIIIXIIIXIYIYZZIZIIIZIIIIZXI (0.003937260757372866+0j)
IIIIXIIIXIXZXIIIIIIIIIIIIZXI (0.003937260757372866+0j)
XIXYZIIIIIIIYZZIZIIIZIIIZIXZ (-0.004758596506624649+0j)
XIXXZIIIIIIIXIIIIIIIIIIIZIXZ (-0.004758596506624649+0j)
XIXYZIIIIIIIYZZIZIIIZIIIIZXI (0.004758596506624649+0j)
XIXXZIIIIIIIXIIIIIIIIIIIIZXI (0.004758596506624649+0j)
YIIIZIIIIIIIYZZIZIIIZIIIZIXZ (-0.0017306545649352844+0j)
XZZIZIIIIIIIXIIIIIIIIIIIZIXZ (-0.0017306545649352844+0j)
YIIIZIIIIIIIYZZIZIIIZIIIIZXI (0.0017306545649352844+0j)
XZZIZIIIIIIIXIIIIIIIIIIIIZXI (0.0017306545649352844+0j)
IIIIIIIIIIIZIIIIIIIIIIIIZIXZ (-0.002434800416246531+0j)
IIIIIIIIIIIZIIIIIIIIIIIIIZXI (0.002434800416246531+0j)
IIIIIIIIZIXXIIIIIIIIIIIIZIXZ (0.0016872151346313585+0j)
IIIIIIIIIZYYIIIIIIIIIIIIZIXZ (0.0016872151346313585+0j)
IIIIIIIIZIXXIIIIIIIIIIIIIZXI (-0.0016872151346313585+0j)
IIIIIIIIIZYYIIIIIIIIIIIIIZXI (-0.0016872151346313585+0j)
XIYIYIIIXIXXIIIIIIIIIIIIZIXZ (0.0003822143106240413+0j)
XIXZYIIIXIXYIIIIIIIIIIIIZIXZ (-0.0003822143106240413+0j)
XIYIYIIIXIXXIIIIIIIIIIIIIZXI (-0.0003822143106240413+0j)
XIXZYIIIXIXYIIIIIIIIIIIIIZXI (0.0003822143106240413+0j)
IIIIIIIIIIZZIIIIIIIIIIIIZIXZ (-0.00034816024137520436+0j)
IIIIIIIIIIZZIIIIIIIIIIIIIZXI (0.00034816024137520436+0j)
XIXYYIIIXIXZIIIIIIIIIIIIZIXZ (0.0007756849514328046+0j)
XIXXYIIIXIYIIIIIIIIIIIIIZIXZ (-0.0007756849514328046+0j)
XIXYYIIIXIXZIIIIIIIIIIIIIZXI (-0.0007756849514328046+0j)
XIXXYIIIXIYIIIIIIIIIIIIIIZXI (0.0007756849514328046+0j)
YIIIYIIIXIXZIIIIIIIIIIIIZIXZ (0.0009391425449778106+0j)
XZZIYIIIXIYIIIIIIIIIIIIIZIXZ (-0.0009391425449778106+0j)
YIIIYIIIXIXZIIIIIIIIIIIIIZXI (-0.0009391425449778106+0j)
XZZIYIIIXIYIIIIIIIIIIIIIIZXI (0.0009391425449778106+0j)
IIIIIIIIIZIIIIIIIIIIIIIIZIXZ (-0.0006407683587345358+0j)
IIIIIIIIIZIIIIIIIIIIIIIIIZXI (0.0006407683587345358+0j)
IIIIZIIIXXZIIIIIIIIIIIIIZIXZ (-0.0010009006961370062+0j)
IIIIIZZIYYZIIIIIIIIIIIIIZIXZ (-0.0010009006961370062+0j)
IIIIZIIIXXZIIIIIIIIIIIIIIZXI (0.0010009006961370062+0j)
IIIIIZZIYYZIIIIIIIIIIIIIIZXI (0.0010009006961370062+0j)
IIIIIIIIZZZIIIIIIIIIIIIIZIXZ (-0.0012854164427373584+0j)
IIIIIIIIZZZIIIIIIIIIIIIIIZXI (0.0012854164427373584+0j)
XIYIYIIIXZZIIIIIIIIIIIIIZIXZ (0.0001592105054750907+0j)
