Bravyi-Kitaev mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIII (-51.161025573776655+0j)
IZIIIIIIIIIIIIIIIIIIIZII (0.09697607669874395+0j)
ZZZIZIIIIIIIIIIIIIIIIZII (0.09840261423244845+0j)
IIIIIIIIIIIIXIYIYIIIYYII (-0.013544062930309096+0j)
IIIIIIIIIIIIXIXZYIIIYXII (-0.013544062930309096+0j)
IIIIIIIIIIIIIIIIIIZXZXZI (0.0003527618071051033+0j)
IIIIIIIIIIIIIIIIIIIXZXZI (0.015700987724196494+0j)
IIIIIIIIIIIIIIIIIIZYIYII (0.016053749531301596+0j)
IIIIIIIIIIIIIIIIIIIYZYZI (0.016053749531301596+0j)
IIIIIIIIIIIIIIIIIIZXIXII (0.015700987724196494+0j)
IIIIIIIIIIIIIIIIIIIXIXII (0.0003527618071051033+0j)
IIIIIIIIIIIIYIIIYIXXIXZI (0.0017966299421644846+0j)
IIIIIIIIIIIIXZZIYIXYIXZI (-0.006489691293067529+0j)
IIIIIIIIIIIIYIIIYIXYZYII (-0.004693061350903044+0j)
IIIIIIIIIIIIXZZIYIXXIYZI (0.004693061350903044+0j)
IIIIIIIIIIIIYIIIYIXXZXII (-0.006489691293067529+0j)
IIIIIIIIIIIIXZZIYIXYZXII (0.0017966299421644846+0j)
IIIIIIIIIIIIXYZIYIXZIXZI (0.009973046132066928+0j)
IIIIIIIIIIIIXXZIYIYIIXZI (0.001399248003071125+0j)
IIIIIIIIIIIIXYZIYIYIZYII (0.011372294135138052+0j)
IIIIIIIIIIIIXXZIYIXZIYZI (-0.011372294135138052+0j)
IIIIIIIIIIIIXYZIYIXZZXII (0.001399248003071125+0j)
IIIIIIIIIIIIXXZIYIYIZXII (0.009973046132066928+0j)
IIIIIIIIIIIIIIZXIIIIZXZI (-0.0023405987867509692+0j)
IIIIIIIIIIIIIIIXIIIIZXZI (0.007332910312310667+0j)
IIIIIIIIIIIIIIZYIIIIIYII (0.004992311525559696+0j)
IIIIIIIIIIIIIIIYIIIIZYZI (0.004992311525559696+0j)
IIIIIIIIIIIIIIZXIIIIIXII (0.007332910312310667+0j)
IIIIIIIIIIIIIIIXIIIIIXII (-0.0023405987867509692+0j)
IIIIIIIIIIIIZXZIIIIIZXZI (0.006964616293552106+0j)
IIIIIIIIIIIIIXIIIIIIZXZI (-0.0028512587696165686+0j)
IIIIIIIIIIIIZYZIIIIIIYII (0.004113357523935539+0j)
IIIIIIIIIIIIIYIIIIIIZYZI (0.004113357523935539+0j)
IIIIIIIIIIIIZXZIIIIIIXII (-0.0028512587696165686+0j)
IIIIIIIIIIIIIXIIIIIIIXII (0.006964616293552106+0j)
IIIIIIIIZIXXZIIIZIIIZXZI (0.0015357144926647563+0j)
IIIIIIIIIZYYIIIIIIIIZXZI (0.0015357144926647563+0j)
IIIIIIIIZIXXZIIIZIIIIXII (-0.0015357144926647563+0j)
IIIIIIIIIZYYIIIIIIIIIXII (-0.0015357144926647563+0j)
XIXYZIIIYIXXZIIIZIIIZXZI (-0.0018650951541505868+0j)
XIXXZIIIYIXYZIIIZIIIZXZI (0.0018650951541505868+0j)
XIXYZIIIYIXXZIIIZIIIIXII (0.0018650951541505868+0j)
XIXXZIIIYIXYZIIIZIIIIXII (-0.0018650951541505868+0j)
XIIIXIYIYIXZZIIIZIIIZXZI (-0.012309290442687675+0j)
XIIIXIXZYIYIZIIIZIIIZXZI (0.012309290442687675+0j)
XIIIXIYIYIXZZIIIZIIIIXII (0.012309290442687675+0j)
XIIIXIXZYIYIZIIIZIIIIXII (-0.012309290442687675+0j)
YIIIIIIIYIXZZIIIZIIIZXZI (-0.0028128949728260496+0j)
XZZIZIIIYIYIZIIIZIIIZXZI (0.0028128949728260496+0j)
YIIIIIIIYIXZZIIIZIIIIXII (0.0028128949728260496+0j)
XZZIZIIIYIYIZIIIZIIIIXII (-0.0028128949728260496+0j)
IIIIIIIIZXZIZIIIZIIIZXZI (0.015330860110763591+0j)
IIIIIIIIIXIIIIIIIIIIZXZI (-0.015330860110763591+0j)
IIIIIIIIZXZIZIIIZIIIIXII (-0.015330860110763591+0j)
IIIIIIIIIXIIIIIIIIIIIXII (0.015330860110763591+0j)
XIXYZIIIYXZIZIIIZIIIZXZI (0.004551857818774194+0j)
XIXXZIIIYYZIZIIIZIIIZXZI (-0.004551857818774194+0j)
XIXYZIIIYXZIZIIIZIIIIXII (-0.004551857818774194+0j)
XIXXZIIIYYZIZIIIZIIIIXII (0.004551857818774194+0j)
XIYIZIIIYZZIZIIIZIIIZXZI (-0.005258495578631769+0j)
XIXZZIIIXIIIIIIIIIIIZXZI (-0.005258495578631769+0j)
XIYIZIIIYZZIZIIIZIIIIXII (0.005258495578631769+0j)
XIXZZIIIXIIIIIIIIIIIIXII (0.005258495578631769+0j)
IIIIIIZXIIIIIIIIIIIIZXZI (0.011197421327429957+0j)
IIIIIIIXIIIIIIIIIIIIZXZI (-0.011197421327429957+0j)
IIIIIIZXIIIIIIIIIIIIIXII (-0.011197421327429957+0j)
IIIIIIIXIIIIIIIIIIIIIXII (0.011197421327429957+0j)
ZIIIXIXXIIIIIIIIIIIIZXZI (-0.0048985233339296904+0j)
IZZIYIXYIIIIIIIIIIIIZXZI (-0.0048985233339296904+0j)
ZIIIXIXXIIIIIIIIIIIIIXII (0.0048985233339296904+0j)
IZZIYIXYIIIIIIIIIIIIIXII (0.0048985233339296904+0j)
IYZIYIXZIIIIIIIIIIIIZXZI (0.007583431695110111+0j)
IXZIYIYIIIIIIIIIIIIIZXZI (-0.007583431695110111+0j)
IYZIYIXZIIIIIIIIIIIIIXII (-0.007583431695110111+0j)
IXZIYIYIIIIIIIIIIIIIIXII (0.007583431695110111+0j)
IIZXIIIIIIIIIIIIIIIIZXZI (-0.014664466883921685+0j)
IIIXIIIIIIIIIIIIIIIIZXZI (0.014664466883921685+0j)
IIZXIIIIIIIIIIIIIIIIIXII (0.014664466883921685+0j)
IIIXIIIIIIIIIIIIIIIIIXII (-0.014664466883921685+0j)
ZXZIZIIIIIIIIIIIIIIIZXZI (0.012706370709618244+0j)
IXIIIIIIIIIIIIIIIIIIZXZI (-0.012706370709618244+0j)
ZXZIZIIIIIIIIIIIIIIIIXII (-0.012706370709618244+0j)
IXIIIIIIIIIIIIIIIIIIIXII (0.012706370709618244+0j)
IIIIIIIIIIIIXIYIYIIZXXZI (0.0159988448455763+0j)
IIIIIIIIIIIIXIXZYIIZXYZI (-0.0159988448455763+0j)
IIIIIIIIIIIIXIXYYIIXXXZI (0.0021942618738220107+0j)
IIIIIIIIIIIIXIXXYIZYXXZI (0.003637944031627761+0j)
IIIIIIIIIIIIXIXYYIZXXXZI (-0.005832205905449772+0j)
IIIIIIIIIIIIXIXXYIIXXYZI (-0.005832205905449772+0j)
IIIIIIIIIIIIXIXYYIIYXYZI (-0.003637944031627761+0j)
IIIIIIIIIIIIXIXXYIZXXYZI (0.0021942618738220107+0j)
IIIIIIIIIIIIIIIIZXYYXXZI (-0.02150303644911293+0j)
IIIIIIIIIIIIIIIIIXXYYXZI (0.01954750363121222+0j)
IIIIIIIIIIIIIIIIZYYXXXZI (0.0019555328179007184+0j)
IIIIIIIIIIIIIIIIIYXYYYZI (-0.0019555328179007184+0j)
IIIIIIIIIIIIIIIIZXYXXYZI (0.01954750363121222+0j)
IIIIIIIIIIIIIIIIIXXXYYZI (-0.02150303644911293+0j)
IIIIIIIIIIIIZIXXIIXYYXZI (-0.02141897749347349+0j)
IIIIIIIIIIIIIZYYIIXYYXZI (-0.020164255675872197+0j)
IIIIIIIIIIIIZIXYIIXXYXZI (0.001254721817601287+0j)
IIIIIIIIIIIIIZYXIIXYYYZI (-0.001254721817601287+0j)
IIIIIIIIIIIIZIXXIIXXYYZI (0.020164255675872197+0j)
IIIIIIIIIIIIIZYYIIXXYYZI (0.02141897749347349+0j)
IIIIIIIIIIIIIYYZIIXYYXZI (-0.022402878131308052+0j)
IIIIIIIIIIIIIXXIIIXYYXZI (-0.01880563258714101+0j)
IIIIIIIIIIIIIYXIIIXXYXZI (-0.0035972455441670437+0j)
IIIIIIIIIIIIIXYZIIXYYYZI (0.0035972455441670437+0j)
IIIIIIIIIIIIIYYZIIXXYYZI (0.01880563258714101+0j)
IIIIIIIIIIIIIXXIIIXXYYZI (0.022402878131308052+0j)
IIIIIIIIIIZXIIIIIIXYYXZI (0.0009174036774723349+0j)
IIIIIIIIIIIXIIIIIIXYYXZI (-0.0009174036774723349+0j)
IIIIIIIIIIZXIIIIIIXXYYZI (-0.0009174036774723349+0j)
IIIIIIIIIIIXIIIIIIXXYYZI (0.0009174036774723349+0j)
XIIIXIXYYIXXZIIIZIXYYXZI (0.002394777282103178+0j)
XIIIXIXXYIXYZIIIZIXYYXZI (-0.002394777282103178+0j)
XIIIXIXYYIXXZIIIZIXXYYZI (-0.002394777282103178+0j)
XIIIXIXXYIXYZIIIZIXXYYZI (0.002394777282103178+0j)
XYZIZIIIYIXXZIIIZIXYYXZI (0.0016265176385123633+0j)
XXZIZIIIYIXYZIIIZIXYYXZI (-0.0016265176385123633+0j)
XYZIZIIIYIXXZIIIZIXXYYZI (-0.0016265176385123633+0j)
XXZIZIIIYIXYZIIIZIXXYYZI (0.0016265176385123633+0j)
IIIIIIIIIYYZIIIIIIXYYXZI (0.022006051157318466+0j)
IIIIIIIIIXXIIIIIIIXYYXZI (0.022006051157318466+0j)
IIIIIIIIIYYZIIIIIIXXYYZI (-0.022006051157318466+0j)
IIIIIIIIIXXIIIIIIIXXYYZI (-0.022006051157318466+0j)
XIYIZIIIYIXZZIIIZIXYYXZI (-0.004396883272269301+0j)
XIXZZIIIYIYIZIIIZIXYYXZI (0.004396883272269301+0j)
XIYIZIIIYIXZZIIIZIXXYYZI (0.004396883272269301+0j)
XIXZZIIIYIYIZIIIZIXXYYZI (-0.004396883272269301+0j)
XIIIXIXYYXZIZIIIZIXYYXZI (0.027293977168476032+0j)
XIIIXIXXYYZIZIIIZIXYYXZI (-0.027293977168476032+0j)
XIIIXIXYYXZIZIIIZIXXYYZI (-0.027293977168476032+0j)
XIIIXIXXYYZIZIIIZIXXYYZI (0.027293977168476032+0j)
XYZIZIIIYXZIZIIIZIXYYXZI (0.006406037701095172+0j)
XXZIZIIIYYZIZIIIZIXYYXZI (-0.006406037701095172+0j)
XYZIZIIIYXZIZIIIZIXXYYZI (-0.006406037701095172+0j)
XXZIZIIIYYZIZIIIZIXXYYZI (0.006406037701095172+0j)
XIIIXIYIYZZIZIIIZIXYYXZI (0.026898409051626444+0j)
XIIIXIXZXIIIIIIIIIXYYXZI (0.026898409051626444+0j)
XIIIXIYIYZZIZIIIZIXXYYZI (-0.026898409051626444+0j)
XIIIXIXZXIIIIIIIIIXXYYZI (-0.026898409051626444+0j)
YIIIIIIIYZZIZIIIZIXYYXZI (0.0015911679591378393+0j)
XZZIZIIIXIIIIIIIIIXYYXZI (0.0015911679591378393+0j)
YIIIIIIIYZZIZIIIZIXXYYZI (-0.0015911679591378393+0j)
XZZIZIIIXIIIIIIIIIXXYYZI (-0.0015911679591378393+0j)
IIYIYIXXIIIIIIIIIIXYYXZI (0.001238953881856219+0j)
IIXZYIXYIIIIIIIIIIXYYXZI (-0.001238953881856219+0j)
IIYIYIXXIIIIIIIIIIXXYYZI (-0.001238953881856219+0j)
IIXZYIXYIIIIIIIIIIXXYYZI (0.001238953881856219+0j)
IIXYYIXZIIIIIIIIIIXYYXZI (-0.007914515751483754+0j)
IIXXYIYIIIIIIIIIIIXYYXZI (0.007914515751483754+0j)
IIXYYIXZIIIIIIIIIIXXYYZI (0.007914515751483754+0j)
IIXXYIYIIIIIIIIIIIXXYYZI (-0.007914515751483754+0j)
IIIIZXZIIIIIIIIIIIXYYXZI (-0.02215237795359801+0j)
IIIIIXIIIIIIIIIIIIXYYXZI (0.02215237795359801+0j)
IIIIZXZIIIIIIIIIIIXXYYZI (0.02215237795359801+0j)
IIIIIXIIIIIIIIIIIIXXYYZI (-0.02215237795359801+0j)
ZIXXZIIIIIIIIIIIIIXYYXZI (-0.024201160937380214+0j)
IZYYIIIIIIIIIIIIIIXYYXZI (-0.024201160937380214+0j)
ZIXXZIIIIIIIIIIIIIXXYYZI (0.024201160937380214+0j)
IZYYIIIIIIIIIIIIIIXXYYZI (0.024201160937380214+0j)
IYYZIIIIIIIIIIIIIIXYYXZI (-0.030634926754053136+0j)
IXXIIIIIIIIIIIIIIIXYYXZI (-0.030634926754053136+0j)
IYYZIIIIIIIIIIIIIIXXYYZI (0.030634926754053136+0j)
IXXIIIIIIIIIIIIIIIXXYYZI (0.030634926754053136+0j)
IIIIIIIIIIIIXIYIYIZZXXZI (0.015167957959116712+0j)
IIIIIIIIIIIIXIXZYIZZXYZI (-0.015167957959116712+0j)
IIIIIIIIIIIIIYYXIIYIYXZI (0.008363434037115022+0j)
IIIIIIIIIIIIIXYYIIYIYXZI (-0.009147065900682975+0j)
IIIIIIIIIIIIIYYYIIXZYXZI (0.0007836318635679532+0j)
IIIIIIIIIIIIIXYXIIYIYYZI (0.0007836318635679532+0j)
IIIIIIIIIIIIIYYXIIXZYYZI (-0.009147065900682975+0j)
IIIIIIIIIIIIIXYYIIXZYYZI (0.008363434037115022+0j)
IIIIIIIIIIIIZIXZIIYIYXZI (0.011641380897091831+0j)
IIIIIIIIIIIIIZXIIIYIYXZI (-0.005959091207014333+0j)
IIIIIIIIIIIIZIYIIIXZYXZI (-0.005682289690077497+0j)
IIIIIIIIIIIIIZYZIIYIYYZI (0.005682289690077497+0j)
IIIIIIIIIIIIZIXZIIXZYYZI (-0.005959091207014333+0j)
IIIIIIIIIIIIIZXIIIXZYYZI (0.011641380897091831+0j)
XIIIXIYIYIXXZIIIZIYIYXZI (0.0018155740328342689+0j)
XIIIXIXZYIXYZIIIZIYIYXZI (-0.0018155740328342689+0j)
XIIIXIYIYIXXZIIIZIXZYYZI (-0.0018155740328342689+0j)
XIIIXIXZYIXYZIIIZIXZYYZI (0.0018155740328342689+0j)
YIIIIIIIYIXXZIIIZIYIYXZI (0.0031030481376316792+0j)
XZZIZIIIYIXYZIIIZIYIYXZI (-0.0031030481376316792+0j)
YIIIIIIIYIXXZIIIZIXZYYZI (-0.0031030481376316792+0j)
XZZIZIIIYIXYZIIIZIXZYYZI (0.0031030481376316792+0j)
IIIIIIIIZIXZZIIIZIYIYXZI (-0.017910104091711846+0j)
IIIIIIIIIZXIIIIIIIYIYXZI (0.017910104091711846+0j)
IIIIIIIIZIXZZIIIZIXZYYZI (0.017910104091711846+0j)
IIIIIIIIIZXIIIIIIIXZYYZI (-0.017910104091711846+0j)
XIXYZIIIYIXZZIIIZIYIYXZI (0.001954615533650439+0j)
XIXXZIIIYIYIZIIIZIYIYXZI (-0.001954615533650439+0j)
XIXYZIIIYIXZZIIIZIXZYYZI (-0.001954615533650439+0j)
XIXXZIIIYIYIZIIIZIXZYYZI (0.001954615533650439+0j)
XIIIXIYIYXZIZIIIZIYIYXZI (0.02199963242086074+0j)
XIIIXIXZYYZIZIIIZIYIYXZI (-0.02199963242086074+0j)
XIIIXIYIYXZIZIIIZIXZYYZI (-0.02199963242086074+0j)
XIIIXIXZYYZIZIIIZIXZYYZI (0.02199963242086074+0j)
YIIIIIIIYXZIZIIIZIYIYXZI (-0.0014283337863124036+0j)
XZZIZIIIYYZIZIIIZIYIYXZI (0.0014283337863124036+0j)
YIIIIIIIYXZIZIIIZIXZYYZI (0.0014283337863124036+0j)
XZZIZIIIYYZIZIIIZIXZYYZI (-0.0014283337863124036+0j)
XIIIXIXYYZZIZIIIZIYIYXZI (0.010844659520324856+0j)
XIIIXIXXXIIIIIIIIIYIYXZI (0.010844659520324856+0j)
XIIIXIXYYZZIZIIIZIXZYYZI (-0.010844659520324856+0j)
XIIIXIXXXIIIIIIIIIXZYYZI (-0.010844659520324856+0j)
XYZIZIIIYZZIZIIIZIYIYXZI (-0.008982679698181235+0j)
XXZIZIIIXIIIIIIIIIYIYXZI (-0.008982679698181235+0j)
XYZIZIIIYZZIZIIIZIXZYYZI (0.008982679698181235+0j)
XXZIZIIIXIIIIIIIIIXZYYZI (0.008982679698181235+0j)
IIXYYIXXIIIIIIIIIIYIYXZI (-0.011552459783111518+0j)
IIXXYIXYIIIIIIIIIIYIYXZI (0.011552459783111518+0j)
IIXYYIXXIIIIIIIIIIXZYYZI (0.011552459783111518+0j)
IIXXYIXYIIIIIIIIIIXZYYZI (-0.011552459783111518+0j)
IIYIYIXZIIIIIIIIIIYIYXZI (0.010140754081731542+0j)
IIXZYIYIIIIIIIIIIIYIYXZI (-0.010140754081731542+0j)
IIYIYIXZIIIIIIIIIIXZYYZI (-0.010140754081731542+0j)
IIXZYIYIIIIIIIIIIIXZYYZI (0.010140754081731542+0j)
IYYXIIIIIIIIIIIIIIYIYXZI (0.01704243399500731+0j)
IXYYIIIIIIIIIIIIIIYIYXZI (-0.01704243399500731+0j)
IYYXIIIIIIIIIIIIIIXZYYZI (-0.01704243399500731+0j)
IXYYIIIIIIIIIIIIIIXZYYZI (0.01704243399500731+0j)
ZIXZZIIIIIIIIIIIIIYIYXZI (0.019147121761494964+0j)
IZXIIIIIIIIIIIIIIIYIYXZI (-0.019147121761494964+0j)
ZIXZZIIIIIIIIIIIIIXZYYZI (-0.019147121761494964+0j)
IZXIIIIIIIIIIIIIIIXZYYZI (0.019147121761494964+0j)
IIIIIIIIIIIIXIYIYZIIXXZI (0.014257164364105832+0j)
IIIIIIIIIIIIXIXZYZIIXYZI (-0.014257164364105832+0j)
IIIIIIIIIIIIXYZIYXIIXXZI (0.007387215567914113+0j)
IIIIIIIIIIIIXXZIXYZIYXZI (-0.0008454319499756681+0j)
IIIIIIIIIIIIXYZIXXZIYXZI (-0.006541783617938446+0j)
IIIIIIIIIIIIXXZIYXIIXYZI (-0.006541783617938446+0j)
IIIIIIIIIIIIXYZIYYIIXYZI (0.0008454319499756681+0j)
IIIIIIIIIIIIXXZIXXZIYYZI (0.007387215567914113+0j)
XIIIXYZIYIXXZIIIZYZIYXZI (0.002074963898676892+0j)
XIIIXXZIYIXYZIIIZYZIYXZI (-0.002074963898676892+0j)
XIIIXYZIYIXXZIIIZXZIYYZI (-0.002074963898676892+0j)
XIIIXXZIYIXYZIIIZXZIYYZI (0.002074963898676892+0j)
XIIIYIIIYIXZZIIIZYZIYXZI (0.008289917882462595+0j)
XIIIXZZIYIYIZIIIZYZIYXZI (-0.008289917882462595+0j)
XIIIYIIIYIXZZIIIZXZIYYZI (-0.008289917882462595+0j)
XIIIXZZIYIYIZIIIZXZIYYZI (0.008289917882462595+0j)
XIIIXYZIYXZIZIIIZYZIYXZI (0.007269642332576943+0j)
XIIIXXZIYYZIZIIIZYZIYXZI (-0.007269642332576943+0j)
XIIIXYZIYXZIZIIIZXZIYYZI (-0.007269642332576943+0j)
XIIIXXZIYYZIZIIIZXZIYYZI (0.007269642332576943+0j)
IIIIZIXXIIIIIIIIIYZIYXZI (-0.002604874322385795+0j)
IIIIIZYYIIIIIIIIIYZIYXZI (-0.002604874322385795+0j)
IIIIZIXXIIIIIIIIIXZIYYZI (0.002604874322385795+0j)
IIIIIZYYIIIIIIIIIXZIYYZI (0.002604874322385795+0j)
IIYIYXZIIIIIIIIIIYZIYXZI (-0.006785326182894984+0j)
IIXZYYZIIIIIIIIIIYZIYXZI (0.006785326182894984+0j)
IIYIYXZIIIIIIIIIIXZIYYZI (0.006785326182894984+0j)
IIXZYYZIIIIIIIIIIXZIYYZI (-0.006785326182894984+0j)
IYZIYZZIIIIIIIIIIYZIYXZI (0.006566148652096517+0j)
IXZIXIIIIIIIIIIIIYZIYXZI (0.006566148652096517+0j)
IYZIYZZIIIIIIIIIIXZIYYZI (-0.006566148652096517+0j)
IXZIXIIIIIIIIIIIIXZIYYZI (-0.006566148652096517+0j)
IIIIIIIIIIIIXIYIXZZIYXZI (0.012483444856805612+0j)
IIIIIIIIIIIIXIXZXZZIYYZI (-0.012483444856805612+0j)
XIIIYIIIYIXXZIIIIIIIXXZI (-0.003262983676543107+0j)
XIIIXZZIYIXYZIIIIIIIXXZI (0.003262983676543107+0j)
XIIIYIIIYIXXZIIIZZZIYYZI (-0.003262983676543107+0j)
XIIIXZZIYIXYZIIIZZZIYYZI (0.003262983676543107+0j)
XIIIXYZIYIXZZIIIIIIIXXZI (-0.012728038131836737+0j)
XIIIXXZIYIYIZIIIIIIIXXZI (0.012728038131836737+0j)
XIIIXYZIYIXZZIIIZZZIYYZI (-0.012728038131836737+0j)
XIIIXXZIYIYIZIIIZZZIYYZI (0.012728038131836737+0j)
XIIIYIIIYXZIZIIIIIIIXXZI (-0.011314597209593156+0j)
XIIIXZZIYYZIZIIIIIIIXXZI (0.011314597209593156+0j)
XIIIYIIIYXZIZIIIZZZIYYZI (-0.011314597209593156+0j)
XIIIXZZIYYZIZIIIZZZIYYZI (0.011314597209593156+0j)
IIIIIYYXIIIIIIIIZIIIXXZI (-0.000649341504485077+0j)
IIIIIXYYIIIIIIIIZIIIXXZI (0.000649341504485077+0j)
IIIIIYYXIIIIIIIIIZZIYYZI (-0.000649341504485077+0j)
IIIIIXYYIIIIIIIIIZZIYYZI (0.000649341504485077+0j)
IYZIYXZIIIIIIIIIZIIIXXZI (-0.007411580602072185+0j)
IXZIYYZIIIIIIIIIZIIIXXZI (0.007411580602072185+0j)
IYZIYXZIIIIIIIIIIZZIYYZI (-0.007411580602072185+0j)
IXZIYYZIIIIIIIIIIZZIYYZI (0.007411580602072185+0j)
IIYIYZZIIIIIIIIIZIIIXXZI (0.010443612553553373+0j)
IIXZXIIIIIIIIIIIZIIIXXZI (0.010443612553553373+0j)
IIYIYZZIIIIIIIIIIZZIYYZI (0.010443612553553373+0j)
IIXZXIIIIIIIIIIIIZZIYYZI (0.010443612553553373+0j)
IIIIIIIIIIIIXIYZYIIIXXZI (0.013467712902908118+0j)
IIIIIIIIIIIIXIXIYIIIXYZI (-0.013467712902908118+0j)
IIIIIIIIIIIIYXYYYIIIXXZI (-0.0016167825258107124+0j)
IIIIIIIIIIIIXXXYYIIIXXZI (-0.008960967734005738+0j)
IIIIIIIIIIIIYYYXYIIIXXZI (-0.007344185208195025+0j)
IIIIIIIIIIIIXYXYYIIIXYZI (-0.007344185208195025+0j)
IIIIIIIIIIIIYXYXYIIIXYZI (0.008960967734005738+0j)
IIIIIIIIIIIIXXXXYIIIXYZI (0.0016167825258107124+0j)
IIIIIIIIZIXXYIXYXIIIXXZI (-0.0006264015411288107+0j)
IIIIIIIIIZYYXIXYYIIIXXZI (-0.0006264015411288107+0j)
IIIIIIIIZIXXYIXXXIIIXYZI (0.0006264015411288107+0j)
IIIIIIIIIZYYXIXXYIIIXYZI (0.0006264015411288107+0j)
XIXYZIIIYIXXYIXYXIIIXXZI (0.0008185292059155764+0j)
XIXXZIIIYIXYYIXYXIIIXXZI (-0.0008185292059155764+0j)
XIXYZIIIYIXXYIXXXIIIXYZI (-0.0008185292059155764+0j)
XIXXZIIIYIXYYIXXXIIIXYZI (0.0008185292059155764+0j)
XIIIXIYIYIXZYIXYXIIIXXZI (-0.0026466510347133566+0j)
XIIIXIXZYIYIYIXYXIIIXXZI (0.0026466510347133566+0j)
XIIIXIYIYIXZYIXXXIIIXYZI (0.0026466510347133566+0j)
XIIIXIXZYIYIYIXXXIIIXYZI (-0.0026466510347133566+0j)
YIIIIIIIYIXZYIXYXIIIXXZI (0.00456006267846691+0j)
XZZIZIIIYIYIYIXYXIIIXXZI (-0.00456006267846691+0j)
YIIIIIIIYIXZYIXXXIIIXYZI (-0.00456006267846691+0j)
XZZIZIIIYIYIYIXXXIIIXYZI (0.00456006267846691+0j)
IIIIIIIIZXZIYIXYXIIIXXZI (0.004551857818774194+0j)
IIIIIIIIIXIIXIXYYIIIXXZI (-0.004551857818774194+0j)
IIIIIIIIZXZIYIXXXIIIXYZI (-0.004551857818774194+0j)
IIIIIIIIIXIIXIXXYIIIXYZI (0.004551857818774194+0j)
XIXYZIIIYXZIYIXYXIIIXXZI (0.006880908208067422+0j)
XIXXZIIIYYZIYIXYXIIIXXZI (-0.006880908208067422+0j)
XIXYZIIIYXZIYIXXXIIIXYZI (-0.006880908208067422+0j)
XIXXZIIIYYZIYIXXXIIIXYZI (0.006880908208067422+0j)
XIYIZIIIYZZIYIXYXIIIXXZI (-0.007331556571611018+0j)
XIXZZIIIXIIIXIXYYIIIXXZI (-0.007331556571611018+0j)
XIYIZIIIYZZIYIXXXIIIXYZI (0.007331556571611018+0j)
XIXZZIIIXIIIXIXXYIIIXYZI (0.007331556571611018+0j)
IIIIIIZXIIIIXIXYYIIIXXZI (0.005720253877661743+0j)
IIIIIIIXIIIIXIXYYIIIXXZI (-0.005720253877661743+0j)
IIIIIIZXIIIIXIXXYIIIXYZI (-0.005720253877661743+0j)
IIIIIIIXIIIIXIXXYIIIXYZI (0.005720253877661743+0j)
ZIIIXIXXIIIIXIXYYIIIXXZI (-0.004036905261508014+0j)
IZZIYIXYIIIIXIXYYIIIXXZI (-0.004036905261508014+0j)
ZIIIXIXXIIIIXIXXYIIIXYZI (0.004036905261508014+0j)
IZZIYIXYIIIIXIXXYIIIXYZI (0.004036905261508014+0j)
IYZIYIXZIIIIXIXYYIIIXXZI (0.007895368094324335+0j)
IXZIYIYIIIIIXIXYYIIIXXZI (-0.007895368094324335+0j)
IYZIYIXZIIIIXIXXYIIIXYZI (-0.007895368094324335+0j)
IXZIYIYIIIIIXIXXYIIIXYZI (0.007895368094324335+0j)
IIZXIIIIIIIIXIXYYIIIXXZI (-0.006829788033637852+0j)
IIIXIIIIIIIIXIXYYIIIXXZI (0.006829788033637852+0j)
IIZXIIIIIIIIXIXXYIIIXYZI (0.006829788033637852+0j)
IIIXIIIIIIIIXIXXYIIIXYZI (-0.006829788033637852+0j)
ZXZIZIIIIIIIXIXYYIIIXXZI (0.005752470916384158+0j)
IXIIIIIIIIIIXIXYYIIIXXZI (-0.005752470916384158+0j)
ZXZIZIIIIIIIXIXXYIIIXYZI (-0.005752470916384158+0j)
IXIIIIIIIIIIXIXXYIIIXYZI (0.005752470916384158+0j)
IIIIIIIIIIIIXZYIYIIIXXZI (0.0037718246014720397+0j)
IIIIIIIIIIIIXZXZYIIIXYZI (-0.0037718246014720397+0j)
IIIIIIIIIIIIYZXIYIIIXXZI (0.013812425043405373+0j)
IIIIIIIIIIIIYZYZYIIIXYZI (0.013812425043405373+0j)
IIIIIIIIIIIZXIYIYIIIXXZI (0.03901240161084028+0j)
IIIIIIIIIIIZXIXZYIIIXYZI (-0.03901240161084028+0j)
IIIIIIIIIYYXXIYIYIIIXXZI (0.0007756849514327933+0j)
IIIIIIIIIXYYXIYIYIIIXXZI (-0.0007756849514327933+0j)
IIIIIIIIIYYXXIXZYIIIXYZI (-0.0007756849514327933+0j)
IIIIIIIIIXYYXIXZYIIIXYZI (0.0007756849514327933+0j)
XIYIZIIIYIXXYIYIXIIIXXZI (-0.0009899346246145205+0j)
XIXZZIIIYIXYYIYIXIIIXXZI (0.0009899346246145205+0j)
XIYIZIIIYIXXYIXZXIIIXYZI (0.0009899346246145205+0j)
XIXZZIIIYIXYYIXZXIIIXYZI (-0.0009899346246145205+0j)
IIIIIIIIIIZZXIYIYIIIXXZI (0.017040640160724922+0j)
IIIIIIIIIIZZXIXZYIIIXYZI (-0.017040640160724922+0j)
XIIIXIXYYIXZYIYIXIIIXXZI (0.00517858027455773+0j)
XIIIXIXXYIYIYIYIXIIIXXZI (-0.00517858027455773+0j)
XIIIXIXYYIXZYIXZXIIIXYZI (-0.00517858027455773+0j)
XIIIXIXXYIYIYIXZXIIIXYZI (0.00517858027455773+0j)
