Jordan-Wigner mapping of ethylene Hamiltonian in sto3g basis.
IIIIIIIIIIIIIIIIIIIIIIIIIIII (-80.08225714874858+0j)
YZZZZZZZZZZYIIIIIIIIIIXZZZXI (-0.0016875105277559773+0j)
XZZZZZZZZZZXIIIIIIIIIIXZZZXI (-0.0016875105277559773+0j)
IIIIIIIIYZYIIIIIIIIIIIYZZZYI (0.0023947772821031606+0j)
IIIIIIIIXZXIIIIIIIIIIIYZZZYI (0.0023947772821031606+0j)
IIIIIIIIYZYIIIIIIIIIIIXZZZXI (0.0023947772821031606+0j)
IIIIIIIIXZXIIIIIIIIIIIXZZZXI (0.0023947772821031606+0j)
IIYZZZZZZZYIIIIIIIIIIIYZZZYI (0.0016269122413008871+0j)
IIXZZZZZZZXIIIIIIIIIIIYZZZYI (0.0016269122413008871+0j)
IIYZZZZZZZYIIIIIIIIIIIXZZZXI (0.0016269122413008871+0j)
IIXZZZZZZZXIIIIIIIIIIIXZZZXI (0.0016269122413008871+0j)
IIIIIIIYZYIIIIIIIIIIIIYZZZYI (0.0014039094734092047+0j)
IIIIIIIXZXIIIIIIIIIIIIYZZZYI (0.0014039094734092047+0j)
IIIIIIIYZYIIIIIIIIIIIIXZZZXI (0.0014039094734092047+0j)
IIIIIIIXZXIIIIIIIIIIIIXZZZXI (0.0014039094734092047+0j)
IYZZZZZZZYIIIIIIIIIIIIYZZZYI (0.00019760814799262526+0j)
IXZZZZZZZXIIIIIIIIIIIIYZZZYI (0.00019760814799262526+0j)
IYZZZZZZZYIIIIIIIIIIIIXZZZXI (0.00019760814799262526+0j)
IXZZZZZZZXIIIIIIIIIIIIXZZZXI (0.00019760814799262526+0j)
IIIYZZZZYIIIIIIIIIIIIIYZZZYI (0.001217880559491653+0j)
IIIXZZZZXIIIIIIIIIIIIIYZZZYI (0.001217880559491653+0j)
IIIYZZZZYIIIIIIIIIIIIIXZZZXI (0.001217880559491653+0j)
IIIXZZZZXIIIIIIIIIIIIIXZZZXI (0.001217880559491653+0j)
YZZZZZZZYIIIIIIIIIIIIIYZZZYI (-0.0003178017686950836+0j)
XZZZZZZZXIIIIIIIIIIIIIYZZZYI (-0.0003178017686950836+0j)
YZZZZZZZYIIIIIIIIIIIIIXZZZXI (-0.0003178017686950836+0j)
XZZZZZZZXIIIIIIIIIIIIIXZZZXI (-0.0003178017686950836+0j)
IIIIYZZYIIIIIIIIIIIIIIYZZZYI (-0.0002752414386373587+0j)
IIIIXZZXIIIIIIIIIIIIIIYZZZYI (-0.0002752414386373587+0j)
IIIIYZZYIIIIIIIIIIIIIIXZZZXI (-0.0002752414386373587+0j)
IIIIXZZXIIIIIIIIIIIIIIXZZZXI (-0.0002752414386373587+0j)
IIIIIYYIIIIIIIIIIIIIIIYZZZYI (-0.0012687653115823804+0j)
IIIIIXXIIIIIIIIIIIIIIIYZZZYI (-0.0012687653115823804+0j)
IIIIIYYIIIIIIIIIIIIIIIXZZZXI (-0.0012687653115823804+0j)
IIIIIXXIIIIIIIIIIIIIIIXZZZXI (-0.0012687653115823804+0j)
IYZZYIIIIIIIIIIIIIIIIIYZZZYI (0.0009467130760892627+0j)
IXZZXIIIIIIIIIIIIIIIIIYZZZYI (0.0009467130760892627+0j)
IYZZYIIIIIIIIIIIIIIIIIXZZZXI (0.0009467130760892627+0j)
IXZZXIIIIIIIIIIIIIIIIIXZZZXI (0.0009467130760892627+0j)
IIYYIIIIIIIIIIIIIIIIIIYZZZYI (0.0025678405628233453+0j)
IIXXIIIIIIIIIIIIIIIIIIYZZZYI (0.0025678405628233453+0j)
IIYYIIIIIIIIIIIIIIIIIIXZZZXI (0.0025678405628233453+0j)
IIXXIIIIIIIIIIIIIIIIIIXZZZXI (0.0025678405628233453+0j)
YZYIIIIIIIIIIIIIIIIIIIYZZZYI (-0.001566632291106075+0j)
XZXIIIIIIIIIIIIIIIIIIIYZZZYI (-0.001566632291106075+0j)
YZYIIIIIIIIIIIIIIIIIIIXZZZXI (-0.001566632291106075+0j)
XZXIIIIIIIIIIIIIIIIIIIXZZZXI (-0.001566632291106075+0j)
IIIIIIIIIIIIIIIIIYZZZIZZZZYI (0.0008195898500129789+0j)
IIIIIIIIIIIIIIIIIXZZZIZZZZXI (0.0008195898500129789+0j)
IIIIIIIIIIIIIIYZZZZZZIZZZZYI (0.0013288118718392111+0j)
IIIIIIIIIIIIIIXZZZZZZIZZZZXI (0.0013288118718392111+0j)
IIIIIIIIIIIIIIIIYZYIIYZZZZYI (0.001834231118337692+0j)
IIIIIIIIIIIIIIIIXZXIIYZZZZYI (0.0008210830487404287+0j)
IIIIIIIIIIIIIIIIYZXIIXZZZZYI (0.001013148069597263+0j)
IIIIIIIIIIIIIIIIXZYIIYZZZZXI (0.001013148069597263+0j)
IIIIIIIIIIIIIIIIYZYIIXZZZZXI (0.0008210830487404287+0j)
IIIIIIIIIIIIIIIIXZXIIXZZZZXI (0.001834231118337692+0j)
IIIIIIIIIIIIIIIYZYIIIYZZZZYI (0.0012020851751519267+0j)
IIIIIIIIIIIIIIIXZXIIIYZZZZYI (0.002865807095968852+0j)
IIIIIIIIIIIIIIIYZXIIIXZZZZYI (-0.0016637219208169248+0j)
IIIIIIIIIIIIIIIXZYIIIYZZZZXI (-0.0016637219208169248+0j)
IIIIIIIIIIIIIIIYZYIIIXZZZZXI (0.002865807095968852+0j)
IIIIIIIIIIIIIIIXZXIIIXZZZZXI (0.0012020851751519267+0j)
IIIIIIIIIIIIIIYYIIIIIYZZZZYI (0.0009152637364538223+0j)
IIIIIIIIIIIIIIXXIIIIIYZZZZYI (-0.0003135928402758703+0j)
IIIIIIIIIIIIIIYXIIIIIXZZZZYI (0.0012288565767296924+0j)
IIIIIIIIIIIIIIXYIIIIIYZZZZXI (0.0012288565767296924+0j)
IIIIIIIIIIIIIIYYIIIIIXZZZZXI (-0.0003135928402758703+0j)
IIIIIIIIIIIIIIXXIIIIIXZZZZXI (0.0009152637364538223+0j)
IIIIIIIIIYZZZYIIIIIIIYZZZZYI (0.0010715541449244725+0j)
IIIIIIIIIXZZZXIIIIIIIYZZZZYI (0.0010715541449244725+0j)
IIIIIIIIIYZZZYIIIIIIIXZZZZXI (0.0010715541449244725+0j)
IIIIIIIIIXZZZXIIIIIIIXZZZZXI (0.0010715541449244725+0j)
IIIIYZZZZZZZZYIIIIIIIYZZZZYI (0.0014736976819358994+0j)
IIIIXZZZZZZZZXIIIIIIIYZZZZYI (0.0014736976819358994+0j)
IIIIYZZZZZZZZYIIIIIIIXZZZZXI (0.0014736976819358994+0j)
IIIIXZZZZZZZZXIIIIIIIXZZZZXI (0.0014736976819358994+0j)
IIIIIIIYZZZZYIIIIIIIIYZZZZYI (0.001018082959019189+0j)
IIIIIIIXZZZZXIIIIIIIIYZZZZYI (0.001018082959019189+0j)
IIIIIIIYZZZZYIIIIIIIIXZZZZXI (0.001018082959019189+0j)
IIIIIIIXZZZZXIIIIIIIIXZZZZXI (0.001018082959019189+0j)
IYZZZZZZZZZZYIIIIIIIIYZZZZYI (0.0019520961751779507+0j)
IXZZZZZZZZZZXIIIIIIIIYZZZZYI (0.0019520961751779507+0j)
IYZZZZZZZZZZYIIIIIIIIXZZZZXI (0.0019520961751779507+0j)
IXZZZZZZZZZZXIIIIIIIIXZZZZXI (0.0019520961751779507+0j)
IIIIIIIIIYZYIIIIIIIIIYZZZZYI (0.002073044023842223+0j)
IIIIIIIIIXZXIIIIIIIIIYZZZZYI (0.002073044023842223+0j)
IIIIIIIIIYZYIIIIIIIIIXZZZZXI (0.002073044023842223+0j)
IIIIIIIIIXZXIIIIIIIIIXZZZZXI (0.002073044023842223+0j)
IIIIYZZZZZZYIIIIIIIIIYZZZZYI (0.001460518916707333+0j)
IIIIXZZZZZZXIIIIIIIIIYZZZZYI (0.001460518916707333+0j)
IIIIYZZZZZZYIIIIIIIIIXZZZZXI (0.001460518916707333+0j)
IIIIXZZZZZZXIIIIIIIIIXZZZZXI (0.001460518916707333+0j)
IIIIIIIYZZYIIIIIIIIIIYZZZZYI (0.0018155740328342723+0j)
IIIIIIIXZZXIIIIIIIIIIYZZZZYI (0.0018155740328342723+0j)
IIIIIIIYZZYIIIIIIIIIIXZZZZXI (0.0018155740328342723+0j)
IIIIIIIXZZXIIIIIIIIIIXZZZZXI (0.0018155740328342723+0j)
IYZZZZZZZZYIIIIIIIIIIYZZZZYI (0.0011056124418699761+0j)
IXZZZZZZZZXIIIIIIIIIIYZZZZYI (0.0011056124418699761+0j)
IYZZZZZZZZYIIIIIIIIIIXZZZZXI (0.0011056124418699761+0j)
IXZZZZZZZZXIIIIIIIIIIXZZZZXI (0.0011056124418699761+0j)
IIIIIIIIYYIIIIIIIIIIIYZZZZYI (0.000341001275170167+0j)
IIIIIIIIXXIIIIIIIIIIIYZZZZYI (0.000341001275170167+0j)
IIIIIIIIYYIIIIIIIIIIIXZZZZXI (0.000341001275170167+0j)
IIIIIIIIXXIIIIIIIIIIIXZZZZXI (0.000341001275170167+0j)
IIYZZZZZZYIIIIIIIIIIIYZZZZYI (0.0001692478308032486+0j)
IIXZZZZZZXIIIIIIIIIIIYZZZZYI (0.0001692478308032486+0j)
IIYZZZZZZYIIIIIIIIIIIXZZZZXI (0.0001692478308032486+0j)
IIXZZZZZZXIIIIIIIIIIIXZZZZXI (0.0001692478308032486+0j)
IIIIYZZZYIIIIIIIIIIIIYZZZZYI (-0.0008192770673920511+0j)
IIIIXZZZXIIIIIIIIIIIIYZZZZYI (-0.0008192770673920511+0j)
IIIIYZZZYIIIIIIIIIIIIXZZZZXI (-0.0008192770673920511+0j)
IIIIXZZZXIIIIIIIIIIIIXZZZZXI (-0.0008192770673920511+0j)
IIIYZZZYIIIIIIIIIIIIIYZZZZYI (0.0003992773712754427+0j)
IIIXZZZXIIIIIIIIIIIIIYZZZZYI (0.0003992773712754427+0j)
IIIYZZZYIIIIIIIIIIIIIXZZZZXI (0.0003992773712754427+0j)
IIIXZZZXIIIIIIIIIIIIIXZZZZXI (0.0003992773712754427+0j)
YZZZZZZYIIIIIIIIIIIIIYZZZZYI (0.0008907238166917092+0j)
XZZZZZZXIIIIIIIIIIIIIYZZZZYI (0.0008907238166917092+0j)
YZZZZZZYIIIIIIIIIIIIIXZZZZXI (0.0008907238166917092+0j)
XZZZZZZXIIIIIIIIIIIIIXZZZZXI (0.0008907238166917092+0j)
IIYZYIIIIIIIIIIIIIIIIYZZZZYI (0.0011683260409923225+0j)
IIXZXIIIIIIIIIIIIIIIIYZZZZYI (0.0011683260409923225+0j)
IIYZYIIIIIIIIIIIIIIIIXZZZZXI (0.0011683260409923225+0j)
IIXZXIIIIIIIIIIIIIIIIXZZZZXI (0.0011683260409923225+0j)
IYZYIIIIIIIIIIIIIIIIIYZZZZYI (0.0019523212917112623+0j)
IXZXIIIIIIIIIIIIIIIIIYZZZZYI (0.0019523212917112623+0j)
IYZYIIIIIIIIIIIIIIIIIXZZZZXI (0.0019523212917112623+0j)
IXZXIIIIIIIIIIIIIIIIIXZZZZXI (0.0019523212917112623+0j)
YYIIIIIIIIIIIIIIIIIIIYZZZZYI (0.0013531317300311632+0j)
XXIIIIIIIIIIIIIIIIIIIYZZZZYI (0.0013531317300311632+0j)
YYIIIIIIIIIIIIIIIIIIIXZZZZXI (0.0013531317300311632+0j)
XXIIIIIIIIIIIIIIIIIIIXZZZZXI (0.0013531317300311632+0j)
IIIIIIIIIIIIIIIIIYZZIZZZZZYI (0.0037035506716978903+0j)
IIIIIIIIIIIIIIIIIXZZIZZZZZXI (0.0037035506716978903+0j)
IIIIIIIIIIIIIIYZZZZZIZZZZZYI (0.00018460623171300742+0j)
IIIIIIIIIIIIIIXZZZZZIZZZZZXI (0.00018460623171300742+0j)
IIIIIIIIIIIIIIIIYZZYYZZZZZYI (-0.0020203017734808613+0j)
IIIIIIIIIIIIIIIIXZZXYZZZZZYI (0.00024213358958834056+0j)
IIIIIIIIIIIIIIIIYZZXXZZZZZYI (-0.0022624353630692016+0j)
IIIIIIIIIIIIIIIIXZZYYZZZZZXI (-0.0022624353630692016+0j)
IIIIIIIIIIIIIIIIYZZYXZZZZZXI (0.00024213358958834056+0j)
IIIIIIIIIIIIIIIIXZZXXZZZZZXI (-0.0020203017734808613+0j)
IIIIIYZZZZZZZYIIIIIIYZZZZZYI (-0.002750002345225607+0j)
IIIIIXZZZZZZZXIIIIIIYZZZZZYI (-0.002750002345225607+0j)
IIIIIYZZZZZZZYIIIIIIXZZZZZXI (-0.002750002345225607+0j)
IIIIIXZZZZZZZXIIIIIIXZZZZZXI (-0.002750002345225607+0j)
IIIIIIYZZZZZYIIIIIIIYZZZZZYI (0.0023073000240598734+0j)
IIIIIIXZZZZZXIIIIIIIYZZZZZYI (0.0023073000240598734+0j)
IIIIIIYZZZZZYIIIIIIIXZZZZZXI (0.0023073000240598734+0j)
IIIIIIXZZZZZXIIIIIIIXZZZZZXI (0.0023073000240598734+0j)
IIIIIYZZZZZYIIIIIIIIYZZZZZYI (-0.0028029726330266627+0j)
IIIIIXZZZZZXIIIIIIIIYZZZZZYI (-0.0028029726330266627+0j)
IIIIIYZZZZZYIIIIIIIIXZZZZZXI (-0.0028029726330266627+0j)
IIIIIXZZZZZXIIIIIIIIXZZZZZXI (-0.0028029726330266627+0j)
IIIIIIYZZZYIIIIIIIIIYZZZZZYI (0.002074963898676891+0j)
IIIIIIXZZZXIIIIIIIIIYZZZZZYI (0.002074963898676891+0j)
IIIIIIYZZZYIIIIIIIIIXZZZZZXI (0.002074963898676891+0j)
IIIIIIXZZZXIIIIIIIIIXZZZZZXI (0.002074963898676891+0j)
IIIIIYZZYIIIIIIIIIIIYZZZZZYI (-0.00017037339586413504+0j)
IIIIIXZZXIIIIIIIIIIIYZZZZZYI (-0.00017037339586413504+0j)
IIIIIYZZYIIIIIIIIIIIXZZZZZXI (-0.00017037339586413504+0j)
IIIIIXZZXIIIIIIIIIIIXZZZZZXI (-0.00017037339586413504+0j)
IIIYZZYIIIIIIIIIIIIIYZZZZZYI (0.002454845948338232+0j)
IIIXZZXIIIIIIIIIIIIIYZZZZZYI (0.002454845948338232+0j)
IIIYZZYIIIIIIIIIIIIIXZZZZZXI (0.002454845948338232+0j)
IIIXZZXIIIIIIIIIIIIIXZZZZZXI (0.002454845948338232+0j)
YZZZZZYIIIIIIIIIIIIIYZZZZZYI (0.0016825877503288333+0j)
XZZZZZXIIIIIIIIIIIIIYZZZZZYI (0.0016825877503288333+0j)
YZZZZZYIIIIIIIIIIIIIXZZZZZXI (0.0016825877503288333+0j)
XZZZZZXIIIIIIIIIIIIIXZZZZZXI (0.0016825877503288333+0j)
IIYZZYIIIIIIIIIIIIIIYZZZZZYI (-0.0021511117543394215+0j)
IIXZZXIIIIIIIIIIIIIIYZZZZZYI (-0.0021511117543394215+0j)
IIYZZYIIIIIIIIIIIIIIXZZZZZXI (-0.0021511117543394215+0j)
IIXZZXIIIIIIIIIIIIIIXZZZZZXI (-0.0021511117543394215+0j)
IIIIIIIIIIIIIIIIIYZIZZZZZZYI (0.005110679868875607+0j)
IIIIIIIIIIIIIIIIIXZIZZZZZZXI (0.005110679868875607+0j)
IIIIIIIIIIIIIIYZZZZIZZZZZZYI (0.0022371923694098376+0j)
IIIIIIIIIIIIIIXZZZZIZZZZZZXI (0.0022371923694098376+0j)
IIIIIIYZZZZZZYIIIIIYZZZZZZYI (-0.002877369391898866+0j)
IIIIIIXZZZZZZXIIIIIYZZZZZZYI (-0.002877369391898866+0j)
IIIIIIYZZZZZZYIIIIIXZZZZZZXI (-0.002877369391898866+0j)
IIIIIIXZZZZZZXIIIIIXZZZZZZXI (-0.002877369391898866+0j)
IIIIIYZZZZZZYIIIIIIYZZZZZZYI (0.0034316763596977176+0j)
IIIIIXZZZZZZXIIIIIIYZZZZZZYI (0.0034316763596977176+0j)
IIIIIYZZZZZZYIIIIIIXZZZZZZXI (0.0034316763596977176+0j)
IIIIIXZZZZZZXIIIIIIXZZZZZZXI (0.0034316763596977176+0j)
IIIIIIYZZZZYIIIIIIIYZZZZZZYI (-0.00418138154796921+0j)
IIIIIIXZZZZXIIIIIIIYZZZZZZYI (-0.00418138154796921+0j)
IIIIIIYZZZZYIIIIIIIXZZZZZZXI (-0.00418138154796921+0j)
IIIIIIXZZZZXIIIIIIIXZZZZZZXI (-0.00418138154796921+0j)
IIIIIYZZZZYIIIIIIIIYZZZZZZYI (0.0032629836765431003+0j)
IIIIIXZZZZXIIIIIIIIYZZZZZZYI (0.0032629836765431003+0j)
IIIIIYZZZZYIIIIIIIIXZZZZZZXI (0.0032629836765431003+0j)
IIIIIXZZZZXIIIIIIIIXZZZZZZXI (0.0032629836765431003+0j)
IIIIIIYZYIIIIIIIIIIYZZZZZZYI (0.0005336993073389898+0j)
IIIIIIXZXIIIIIIIIIIYZZZZZZYI (0.0005336993073389898+0j)
IIIIIIYZYIIIIIIIIIIXZZZZZZXI (0.0005336993073389898+0j)
IIIIIIXZXIIIIIIIIIIXZZZZZZXI (0.0005336993073389898+0j)
IIYZZZYIIIIIIIIIIIIYZZZZZZYI (-0.002393245343927762+0j)
IIXZZZXIIIIIIIIIIIIYZZZZZZYI (-0.002393245343927762+0j)
IIYZZZYIIIIIIIIIIIIXZZZZZZXI (-0.002393245343927762+0j)
IIXZZZXIIIIIIIIIIIIXZZZZZZXI (-0.002393245343927762+0j)
IIIYZYIIIIIIIIIIIIIYZZZZZZYI (0.0037377777269548937+0j)
IIIXZXIIIIIIIIIIIIIYZZZZZZYI (0.0037377777269548937+0j)
IIIYZYIIIIIIIIIIIIIXZZZZZZXI (0.0037377777269548937+0j)
IIIXZXIIIIIIIIIIIIIXZZZZZZXI (0.0037377777269548937+0j)
YZZZZYIIIIIIIIIIIIIYZZZZZZYI (0.0023672975948625715+0j)
XZZZZXIIIIIIIIIIIIIYZZZZZZYI (0.0023672975948625715+0j)
YZZZZYIIIIIIIIIIIIIXZZZZZZXI (0.0023672975948625715+0j)
XZZZZXIIIIIIIIIIIIIXZZZZZZXI (0.0023672975948625715+0j)
IIIIIIIIIIIIIIIIIYIZZZZZZZYI (0.0030073641013791032+0j)
IIIIIIIIIIIIIIIIIXIZZZZZZZXI (0.0030073641013791032+0j)
IIIIIIIIIIIIIIYZZZIZZZZZZZYI (0.000353423136503176+0j)
IIIIIIIIIIIIIIXZZZIZZZZZZZXI (0.000353423136503176+0j)
IIIIIIIIIIIIIIIYYIYZZZZZZZYI (-0.0004706288685044533+0j)
IIIIIIIIIIIIIIIXXIYZZZZZZZYI (0.001769229243971395+0j)
IIIIIIIIIIIIIIIYXIXZZZZZZZYI (-0.002239858112475848+0j)
IIIIIIIIIIIIIIIXYIYZZZZZZZXI (-0.002239858112475848+0j)
IIIIIIIIIIIIIIIYYIXZZZZZZZXI (0.001769229243971395+0j)
IIIIIIIIIIIIIIIXXIXZZZZZZZXI (-0.0004706288685044533+0j)
IIIIIIIYZZZZZYIIIIYZZZZZZZYI (0.0014102488654495796+0j)
IIIIIIIXZZZZZXIIIIYZZZZZZZYI (0.0014102488654495796+0j)
IIIIIIIYZZZZZYIIIIXZZZZZZZXI (0.0014102488654495796+0j)
IIIIIIIXZZZZZXIIIIXZZZZZZZXI (0.0014102488654495796+0j)
IYZZZZZZZZZZZYIIIIYZZZZZZZYI (0.0027323629242969128+0j)
IXZZZZZZZZZZZXIIIIYZZZZZZZYI (0.0027323629242969128+0j)
IYZZZZZZZZZZZYIIIIXZZZZZZZXI (0.0027323629242969128+0j)
IXZZZZZZZZZZZXIIIIXZZZZZZZXI (0.0027323629242969128+0j)
IIIIIIIIIYZZYIIIIIYZZZZZZZYI (0.001488039565308807+0j)
IIIIIIIIIXZZXIIIIIYZZZZZZZYI (0.001488039565308807+0j)
IIIIIIIIIYZZYIIIIIXZZZZZZZXI (0.001488039565308807+0j)
IIIIIIIIIXZZXIIIIIXZZZZZZZXI (0.001488039565308807+0j)
IIIIYZZZZZZZYIIIIIYZZZZZZZYI (0.0020665507545776355+0j)
IIIIXZZZZZZZXIIIIIYZZZZZZZYI (0.0020665507545776355+0j)
IIIIYZZZZZZZYIIIIIXZZZZZZZXI (0.0020665507545776355+0j)
IIIIXZZZZZZZXIIIIIXZZZZZZZXI (0.0020665507545776355+0j)
IIIIIIIYZZZYIIIIIIYZZZZZZZYI (0.0018579579726769946+0j)
IIIIIIIXZZZXIIIIIIYZZZZZZZYI (0.0018579579726769946+0j)
IIIIIIIYZZZYIIIIIIXZZZZZZZXI (0.0018579579726769946+0j)
IIIIIIIXZZZXIIIIIIXZZZZZZZXI (0.0018579579726769946+0j)
IYZZZZZZZZZYIIIIIIYZZZZZZZYI (0.0020252865279155314+0j)
IXZZZZZZZZZXIIIIIIYZZZZZZZYI (0.0020252865279155314+0j)
IYZZZZZZZZZYIIIIIIXZZZZZZZXI (0.0020252865279155314+0j)
IXZZZZZZZZZXIIIIIIXZZZZZZZXI (0.0020252865279155314+0j)
IIIIIIIIIYYIIIIIIIYZZZZZZZYI (0.0018650951541505857+0j)
IIIIIIIIIXXIIIIIIIYZZZZZZZYI (0.0018650951541505857+0j)
IIIIIIIIIYYIIIIIIIXZZZZZZZXI (0.0018650951541505857+0j)
IIIIIIIIIXXIIIIIIIXZZZZZZZXI (0.0018650951541505857+0j)
IIIIYZZZZZYIIIIIIIYZZZZZZZYI (0.0008185292059155744+0j)
IIIIXZZZZZXIIIIIIIYZZZZZZZYI (0.0008185292059155744+0j)
IIIIYZZZZZYIIIIIIIXZZZZZZZXI (0.0008185292059155744+0j)
IIIIXZZZZZXIIIIIIIXZZZZZZZXI (0.0008185292059155744+0j)
IIIYZZZZZYIIIIIIIIYZZZZZZZYI (0.0008316213231477252+0j)
IIIXZZZZZXIIIIIIIIYZZZZZZZYI (0.0008316213231477252+0j)
IIIYZZZZZYIIIIIIIIXZZZZZZZXI (0.0008316213231477252+0j)
IIIXZZZZZXIIIIIIIIXZZZZZZZXI (0.0008316213231477252+0j)
YZZZZZZZZYIIIIIIIIYZZZZZZZYI (0.0012399098825998393+0j)
XZZZZZZZZXIIIIIIIIYZZZZZZZYI (0.0012399098825998393+0j)
YZZZZZZZZYIIIIIIIIXZZZZZZZXI (0.0012399098825998393+0j)
XZZZZZZZZXIIIIIIIIXZZZZZZZXI (0.0012399098825998393+0j)
IIIIIIIYYIIIIIIIIIYZZZZZZZYI (0.0006329517598304112+0j)
IIIIIIIXXIIIIIIIIIYZZZZZZZYI (0.0006329517598304112+0j)
IIIIIIIYYIIIIIIIIIXZZZZZZZXI (0.0006329517598304112+0j)
IIIIIIIXXIIIIIIIIIXZZZZZZZXI (0.0006329517598304112+0j)
IYZZZZZZYIIIIIIIIIYZZZZZZZYI (-0.0004005426066832387+0j)
IXZZZZZZXIIIIIIIIIYZZZZZZZYI (-0.0004005426066832387+0j)
IYZZZZZZYIIIIIIIIIXZZZZZZZXI (-0.0004005426066832387+0j)
IXZZZZZZXIIIIIIIIIXZZZZZZZXI (-0.0004005426066832387+0j)
IIYZZZZYIIIIIIIIIIYZZZZZZZYI (0.00034724299225189376+0j)
IIXZZZZXIIIIIIIIIIYZZZZZZZYI (0.00034724299225189376+0j)
IIYZZZZYIIIIIIIIIIXZZZZZZZXI (0.00034724299225189376+0j)
IIXZZZZXIIIIIIIIIIXZZZZZZZXI (0.00034724299225189376+0j)
IIIYYIIIIIIIIIIIIIYZZZZZZZYI (0.001854933880497928+0j)
IIIXXIIIIIIIIIIIIIYZZZZZZZYI (0.001854933880497928+0j)
IIIYYIIIIIIIIIIIIIXZZZZZZZXI (0.001854933880497928+0j)
IIIXXIIIIIIIIIIIIIXZZZZZZZXI (0.001854933880497928+0j)
YZZZYIIIIIIIIIIIIIYZZZZZZZYI (0.0014747111037444562+0j)
XZZZXIIIIIIIIIIIIIYZZZZZZZYI (0.0014747111037444562+0j)
YZZZYIIIIIIIIIIIIIXZZZZZZZXI (0.0014747111037444562+0j)
XZZZXIIIIIIIIIIIIIXZZZZZZZXI (0.0014747111037444562+0j)
IYYIIIIIIIIIIIIIIIYZZZZZZZYI (0.0015622520047984328+0j)
IXXIIIIIIIIIIIIIIIYZZZZZZZYI (0.0015622520047984328+0j)
IYYIIIIIIIIIIIIIIIXZZZZZZZXI (0.0015622520047984328+0j)
IXXIIIIIIIIIIIIIIIXZZZZZZZXI (0.0015622520047984328+0j)
IIIIIIIIIIIIIIYZZIZZZZZZZZYI (0.0006580373241794793+0j)
IIIIIIIIIIIIIIXZZIZZZZZZZZXI (0.0006580373241794793+0j)
IIIIIIIIIIIIIIIIZYZZZZZZZZYI (0.0017863134383646609+0j)
IIIIIIIIIIIIIIIIZXZZZZZZZZXI (0.0017863134383646609+0j)
IIIIIIIIIIIIIIIZIYZZZZZZZZYI (0.005145534976479826+0j)
IIIIIIIIIIIIIIIZIXZZZZZZZZXI (0.005145534976479826+0j)
IIIIIIIIIIIIIIZIIYZZZZZZZZYI (0.006705191110344048+0j)
IIIIIIIIIIIIIIZIIXZZZZZZZZXI (0.006705191110344048+0j)
IIIIIIIIIIIIIZIIIYZZZZZZZZYI (0.039443099624153204+0j)
IIIIIIIIIIIIIZIIIXZZZZZZZZXI (0.039443099624153204+0j)
IIIIIIIIIIIYZYIIIYZZZZZZZZYI (0.005807045566576547+0j)
IIIIIIIIIIIXZXIIIYZZZZZZZZYI (0.005807045566576547+0j)
IIIIIIIIIIIYZYIIIXZZZZZZZZXI (0.005807045566576547+0j)
IIIIIIIIIIIXZXIIIXZZZZZZZZXI (0.005807045566576547+0j)
IIIIIIIIYZZZZYIIIYZZZZZZZZYI (7.110289402679258e-05+0j)
IIIIIIIIXZZZZXIIIYZZZZZZZZYI (7.110289402679258e-05+0j)
IIIIIIIIYZZZZYIIIXZZZZZZZZXI (7.110289402679258e-05+0j)
IIIIIIIIXZZZZXIIIXZZZZZZZZXI (7.110289402679258e-05+0j)
IIYZZZZZZZZZZYIIIYZZZZZZZZYI (0.004580730389039432+0j)
IIXZZZZZZZZZZXIIIYZZZZZZZZYI (0.004580730389039432+0j)
IIYZZZZZZZZZZYIIIXZZZZZZZZXI (0.004580730389039432+0j)
IIXZZZZZZZZZZXIIIXZZZZZZZZXI (0.004580730389039432+0j)
IIIIIIIIIIIIZIIIIYZZZZZZZZYI (0.03942158172958598+0j)
IIIIIIIIIIIIZIIIIXZZZZZZZZXI (0.03942158172958598+0j)
IIIIIIIIIIYZYIIIIYZZZZZZZZYI (0.004758596506624649+0j)
IIIIIIIIIIXZXIIIIYZZZZZZZZYI (0.004758596506624649+0j)
IIIIIIIIIIYZYIIIIXZZZZZZZZXI (0.004758596506624649+0j)
IIIIIIIIIIXZXIIIIXZZZZZZZZXI (0.004758596506624649+0j)
IIIYZZZZZZZZYIIIIYZZZZZZZZYI (0.005828951533641471+0j)
IIIXZZZZZZZZXIIIIYZZZZZZZZYI (0.005828951533641471+0j)
IIIYZZZZZZZZYIIIIXZZZZZZZZXI (0.005828951533641471+0j)
IIIXZZZZZZZZXIIIIXZZZZZZZZXI (0.005828951533641471+0j)
YZZZZZZZZZZZYIIIIYZZZZZZZZYI (0.0027725457879414746+0j)
XZZZZZZZZZZZXIIIIYZZZZZZZZYI (0.0027725457879414746+0j)
YZZZZZZZZZZZYIIIIXZZZZZZZZXI (0.0027725457879414746+0j)
XZZZZZZZZZZZXIIIIXZZZZZZZZXI (0.0027725457879414746+0j)
IIIIIIIIIIIZIIIIIYZZZZZZZZYI (0.002307834456944912+0j)
IIIIIIIIIIIZIIIIIXZZZZZZZZXI (0.002307834456944912+0j)
IIIIIIIIYZZYIIIIIYZZZZZZZZYI (0.001267433836872494+0j)
IIIIIIIIXZZXIIIIIYZZZZZZZZYI (0.001267433836872494+0j)
